county_fips,county_name,type,total_2012,obama,romney,total_2016,clinton,trump,r_d_change,median_age,prop_white,prop_college,Winner
15007,Kauai,County,25372,18641,6121,26335,16456,7574,0.15618756151301366,42,0.297,0.278,Clinton
15009,Maui,County,48653,36052,11602,51945,33480,13446,0.1168612255336946,40.5,0.308,0.257,Clinton
16001,Ada,County,180562,77137,97554,195669,75677,93752,-0.020699344282719842,36.1,0.855,0.37,Trump
16003,Adams,County,2061,577,1413,2183,415,1556,0.11704688183113171,51.7,0.9309999999999999,0.22699999999999998,Trump
16005,Bannock,County,35264,13214,21010,33416,10342,17180,-0.016442806232557783,33,0.8490000000000001,0.275,Trump
16007,Bear Lake,County,2822,302,2489,2928,255,2203,-0.10968173562136685,39.5,0.938,0.195,Trump
16009,Benewah,County,3885,1164,2596,4185,770,3103,0.18886997596675015,46,0.847,0.136,Trump
16011,Bingham,County,17606,3822,13440,16625,2924,10907,-0.06611058601860781,33,0.742,0.18100000000000002,Trump
16013,Blaine,County,10194,5992,3939,10724,6416,3340,-0.08544029490692939,42.9,0.769,0.418,Clinton
16015,Boise,County,3446,1053,2284,3814,777,2673,0.13989011982307903,53.1,0.92,0.27,Trump
16017,Bonner,County,18536,6500,11367,20943,5819,13343,0.09669071708726384,47.5,0.937,0.221,Trump
16019,Bonneville,County,43217,9903,32276,44221,8930,26699,-0.11586713455571201,32.6,0.84,0.278,Trump
16021,Boundary,County,4544,1225,3138,5163,933,3789,0.13217204519972836,43.4,0.91,0.175,Trump
16023,Butte,County,1286,258,1001,1230,160,914,0.03524763241411577,45,0.945,0.149,Trump
16025,Camas,County,578,159,402,590,110,410,0.0880593513576916,40.3,0.91,0.205,Trump
16027,Canyon,County,66101,19866,44369,72785,16883,47222,0.04614008362016486,33,0.713,0.184,Trump
16029,Caribou,County,3052,386,2608,3035,271,2275,-0.06775064181318435,36.8,0.922,0.18100000000000002,Trump
16031,Cassia,County,8396,1098,7154,8178,1036,5949,-0.12053772359661663,31.8,0.708,0.18600000000000003,Trump
16033,Clark,County,328,66,235,283,44,203,0.046593553391364284,30.3,0.517,0.152,Trump
16035,Clearwater,County,3696,1032,2541,3801,704,2852,0.1568352227882614,50.3,0.912,0.168,Trump
16037,Custer,County,2355,530,1744,2414,427,1777,0.04373884119001503,52.1,0.9570000000000001,0.262,Trump
16039,Elmore,County,8003,2513,5227,8522,1814,5816,0.1304852442831005,31.1,0.74,0.166,Trump
16041,Franklin,County,5600,325,5195,5499,385,3901,-0.23025387732834546,32.8,0.914,0.196,Trump
16043,Fremont,County,5802,810,4907,5715,651,4090,-0.1043860339587851,36.9,0.853,0.209,Trump
16045,Gem,County,7491,1957,5311,7954,1229,5980,0.1495722450546389,45.4,0.882,0.153,Trump
16047,Gooding,County,5118,1287,3696,5191,930,3743,0.07120776490467429,36.7,0.6809999999999999,0.14300000000000002,Trump
16049,Idaho,County,7840,1708,5921,8233,1196,6441,0.09969787775428407,49.3,0.915,0.16899999999999998,Trump
16051,Jefferson,County,11381,1303,9895,11475,976,8436,-0.10483351547767472,31.4,0.872,0.20800000000000002,Trump
16053,Jerome,County,6681,1699,4804,6751,1329,4644,0.026287578876205697,32.4,0.64,0.14300000000000002,Trump
16055,Kootenai,County,59833,18851,39381,66310,16264,44449,0.08192732351513654,39.7,0.912,0.24,Trump
16057,Latah,County,16767,8306,7589,18173,8093,7265,-0.0027995282847267725,28.3,0.897,0.45899999999999996,Clinton
16059,Lemhi,County,4110,960,3029,4096,733,3011,0.05274601771593679,52.6,0.935,0.21,Trump
16061,Lewis,County,1615,396,1173,1590,270,1202,0.10504897092898724,47.9,0.865,0.16,Trump
16063,Lincoln,County,1663,469,1141,1748,360,1184,0.06730688521612532,33.8,0.675,0.11800000000000001,Trump
16065,Madison,County,14412,832,13445,15688,1201,8941,-0.3818027373358623,23.3,0.895,0.368,Trump
16067,Minidoka,County,6973,1390,5442,6871,1167,4887,-0.03969261398149582,35.4,0.636,0.149,Trump
16069,Nez Perce,County,16850,6451,9967,17201,4828,10699,0.1326526768421614,41.2,0.8740000000000001,0.222,Trump
16071,Oneida,County,2089,217,1838,2068,184,1531,-0.12461539814798528,38.9,0.941,0.163,Trump
16073,Owyhee,County,3724,833,2794,3925,591,3052,0.10042205148905015,37.7,0.6809999999999999,0.09699999999999999,Trump
16075,Payette,County,8495,2271,6004,8704,1507,6489,0.13294555296368105,39.1,0.792,0.158,Trump
16077,Power,County,2904,982,1870,2758,699,1666,0.04483126472051252,34.7,0.631,0.153,Trump
16079,Shoshone,County,5148,2277,2699,5120,1384,3297,0.29165923052641807,47.2,0.922,0.128,Trump
16081,Teton,County,4523,1926,2458,4976,2159,2167,-0.11601333093520577,35.6,0.809,0.4,Trump
16083,Twin Falls,County,28145,7541,19773,29874,6233,19828,0.020471492199493457,34.6,0.809,0.18100000000000002,Trump
16085,Valley,County,4919,2095,2664,5349,1913,2906,0.06996825864478473,48.8,0.977,0.31,Trump
16087,Washington,County,4331,1104,3128,4455,776,3283,0.09540993453869612,44.6,0.787,0.154,Trump
17001,Adams,County,30607,9648,20416,32310,7676,22790,0.11596592850101134,41.1,0.9229999999999999,0.226,Trump
17003,Alexander,County,3501,1965,1487,2820,1262,1496,0.21951114271302424,41.9,0.611,0.09,Trump
17005,Bond,County,7336,3020,4095,7570,2068,4888,0.22598549488669184,41.3,0.878,0.183,Trump
17007,Boone,County,21365,9883,11096,23001,8986,12282,0.08652301801141687,38.3,0.745,0.215,Trump
17009,Brown,County,2364,787,1513,2379,476,1796,0.24774838209971772,37.4,0.764,0.14300000000000002,Trump
17011,Bureau,County,16631,8134,8164,16571,6029,9281,0.19444259438873077,43.6,0.888,0.188,Trump
17013,Calhoun,County,2576,1080,1440,2571,739,1721,0.24220099485179897,46.7,0.978,0.15,Trump
17015,Carroll,County,7386,3665,3555,7445,2447,4434,0.28178357144558785,47.7,0.9359999999999999,0.16399999999999998,Trump
17017,Cass,County,4862,2053,2707,5124,1621,3216,0.17676770352758783,40.1,0.767,0.138,Trump
17019,Champaign,County,78359,40831,35312,91628,50137,33368,-0.11257950178457979,29.5,0.6890000000000001,0.439,Clinton
17021,Christian,County,14701,5494,8885,15477,3992,10543,0.1926086635279938,42.5,0.9520000000000001,0.151,Trump
17023,Clark,County,7860,2591,5144,7928,1877,5622,0.14756722718204296,43.1,0.968,0.165,Trump
17025,Clay,County,5908,1584,4190,6350,1020,5021,0.18898192228341126,43.1,0.965,0.14800000000000002,Trump
17027,Clinton,County,16450,5596,10524,17419,3945,12412,0.1865039520308589,40.1,0.9159999999999999,0.212,Trump
17029,Coles,County,21358,9262,11631,21918,7309,13003,0.14886785152887613,33.6,0.9129999999999999,0.253,Trump
17031,Cook,County,2011598,1488537,495542,2180344,1611946,453287,-0.03777618728193427,36.1,0.429,0.365,Clinton
17033,Crawford,County,8609,2858,5585,8739,1992,6277,0.17356917282042938,42.5,0.9109999999999999,0.172,Trump
17035,Cumberland,County,5295,1641,3509,5571,1031,4206,0.2171299876993516,41.6,0.9690000000000001,0.14800000000000002,Trump
17037,DeKalb,County,41092,21207,18934,43600,20466,19091,0.02377820589645789,30.5,0.78,0.308,Clinton
17039,De Witt,County,7345,2601,4579,7556,1910,5077,0.1498382668316191,43.3,0.951,0.204,Trump
17041,Douglas,County,7897,2430,5334,8195,1949,5698,0.08973948680166227,38,0.907,0.191,Trump
17043,DuPage,County,401081,199460,195046,430674,228622,166415,-0.13343578064020495,38.9,0.6829999999999999,0.473,Clinton
17045,Edgar,County,7819,2565,5132,7899,1793,5645,0.15935381337357019,44.1,0.972,0.18,Trump
17047,Edwards,County,3228,754,2405,3324,434,2778,0.19371228286786646,43.6,0.9690000000000001,0.12,Trump
17049,Effingham,County,16613,3861,12501,17514,3083,13635,0.08241479667991025,39.2,0.963,0.225,Trump
17051,Fayette,County,8971,2853,5951,9591,1819,7372,0.23364532579468267,40.4,0.919,0.136,Trump
17053,Ford,County,6006,1656,4229,6396,1414,4480,0.05095717290839241,43.4,0.948,0.174,Trump
17055,Franklin,County,17914,7254,10267,18711,4727,13116,0.2801534176312438,41.9,0.963,0.153,Trump
17057,Fulton,County,15356,8328,6632,15797,6133,8492,0.259777580171373,42.4,0.9209999999999999,0.16399999999999998,Trump
17059,Gallatin,County,2573,1029,1492,2707,657,1942,0.29474964577018226,44.7,0.9570000000000001,0.115,Trump
17061,Greene,County,5622,2023,3451,5585,1205,4145,0.2724078923859362,42.5,0.968,0.11199999999999999,Trump
17063,Grundy,County,21244,9451,11343,23237,8065,13454,0.14285417833172015,37.2,0.8740000000000001,0.218,Trump
17065,Hamilton,County,3941,1269,2566,4156,802,3206,0.2493365202179696,43,0.99,0.157,Trump
17067,Hancock,County,9111,3650,5271,9121,2139,6430,0.2925359973644738,46.4,0.966,0.196,Trump
17069,Hardin,County,2330,742,1535,2148,420,1653,0.2336789987292301,46.1,0.9279999999999999,0.113,Trump
17071,Henderson,County,3568,1978,1541,3518,1155,2155,0.40672999462087356,49.2,0.965,0.133,Trump
17073,Henry,County,24322,12332,11583,24365,8871,13985,0.24068640230205074,42.3,0.909,0.213,Trump
17075,Iroquois,County,12784,3413,9120,13102,2504,9750,0.10662793984390118,44.3,0.9079999999999999,0.146,Trump
17077,Jackson,County,24012,13319,9864,24617,11634,10843,0.11175412381824146,30.8,0.75,0.359,Clinton
17079,Jasper,County,5043,1436,3514,5112,924,3975,0.1847746702303849,42.8,0.9740000000000001,0.183,Trump
17081,Jefferson,County,16320,6089,9811,16999,4425,11695,0.19960849052251053,40.9,0.861,0.16399999999999998,Trump
17083,Jersey,County,9959,3667,6039,10991,2679,7748,0.22301899986286233,42.4,0.9620000000000001,0.184,Trump
17085,Jo Daviess,County,11429,5667,5534,11334,4462,6121,0.15801080633113104,48.6,0.95,0.24100000000000002,Trump
17087,Johnson,County,5672,1572,3963,6089,1142,4649,0.15441221435403069,42.9,0.86,0.16699999999999998,Trump
17089,Kane,County,181648,90332,88335,199314,103665,82734,-0.09402141195573609,36.2,0.58,0.321,Clinton
17091,Kankakee,County,45509,21595,23136,47305,18971,25129,0.09631508010849361,37.4,0.723,0.19,Trump
17093,Kendall,County,47295,22471,24047,54055,24884,24961,-0.031898286319581325,34.4,0.72,0.34299999999999997,Trump
17095,Knox,County,23278,13451,9408,22503,10083,10737,0.2027460977537388,42.1,0.838,0.18100000000000002,Trump
17097,Lake,County,287493,153757,129764,303520,171095,109767,-0.11859993268732077,37.8,0.634,0.43700000000000006,Clinton
17099,LaSalle,County,47259,23073,23256,49743,19543,26689,0.13978612590137798,41.8,0.865,0.17,Trump
17101,Lawrence,County,5989,2011,3857,6058,1290,4521,0.22511257984195848,39.6,0.7709999999999999,0.10099999999999999,Trump
17103,Lee,County,15301,6937,8059,15489,5528,8612,0.12578050451054085,42.7,0.87,0.177,Trump
17105,Livingston,County,15039,5020,9753,15342,4023,10208,0.08842662837540138,41.2,0.893,0.152,Trump
17107,Logan,County,12053,3978,7844,12401,3313,8181,0.07179896724311591,40,0.792,0.184,Trump
17109,McDonough,County,12454,5967,6147,13144,5288,6795,0.1001998859149204,30.7,0.883,0.335,Trump
17111,McHenry,County,133844,59797,71598,143930,60803,71612,-0.013070803167646139,39.6,0.823,0.332,Trump
17113,McLean,County,73382,31883,39947,81324,36196,37237,-0.09709005963835654,32.6,0.8,0.445,Trump
17115,Macon,County,48899,22780,25309,48060,18343,26866,0.12562197491381955,40.7,0.77,0.228,Trump
17117,Macoupin,County,21010,9464,10946,22391,6689,14322,0.2703580565481418,43,0.9640000000000001,0.182,Trump
17119,Madison,County,122473,58922,60608,130179,50587,70490,0.13912318343180474,39.7,0.858,0.257,Trump
17121,Marion,County,15764,6225,9248,17098,4369,11859,0.24629688211091372,41.6,0.917,0.15,Trump
17123,Marshall,County,5850,2455,3290,5984,1789,3785,0.1908211069975776,46.4,0.95,0.161,Trump
17125,Mason,County,6272,2867,3265,6493,2014,4058,0.25134392179018533,45.1,0.9670000000000001,0.14300000000000002,Trump
17127,Massac,County,6495,2092,4278,6697,1558,4846,0.15439951454140016,44,0.889,0.133,Trump
17129,Menard,County,6151,2100,3948,6515,1817,4231,0.07009059418300229,42.6,0.96,0.239,Trump
17131,Mercer,County,8534,4507,3876,8525,3071,4807,0.2775758996101157,44.8,0.96,0.175,Trump
17133,Monroe,County,17432,6215,10888,19354,5535,12629,0.09846900100411726,42.3,0.9670000000000001,0.298,Trump
17135,Montgomery,County,12133,5058,6776,12978,3504,8630,0.2533788167936871,42.4,0.888,0.139,Trump
17137,Morgan,County,14096,5806,7972,14800,4696,9076,0.14228533300610482,41.1,0.892,0.20600000000000002,Trump
17139,Moultrie,County,6057,2144,3784,6283,1481,4455,0.202579657926866,40.7,0.973,0.171,Trump
17141,Ogle,County,23367,9514,13422,24193,8050,14352,0.09324416657220211,41.8,0.877,0.198,Trump
17143,Peoria,County,78411,40209,36774,79102,38060,35633,0.013125724655013323,36.9,0.708,0.298,Clinton
17145,Perry,County,9549,3819,5507,9874,2462,6855,0.2681333763425232,41.6,0.865,0.134,Trump
17147,Piatt,County,8707,3090,5413,9060,2645,5634,0.06311486964257779,43.3,0.9670000000000001,0.299,Trump
17149,Pike,County,7286,2278,4860,7530,1413,5754,0.22211576422829127,42.5,0.956,0.153,Trump
17151,Pope,County,2222,650,1512,2136,375,1678,0.2220799327123723,50.6,0.91,0.13699999999999998,Trump
17153,Pulaski,County,3003,1389,1564,2735,962,1675,0.20241964007960353,43.5,0.635,0.11,Trump
17155,Putnam,County,3135,1559,1502,3112,1147,1767,0.2174106099555971,46.4,0.929,0.14400000000000002,Trump
17157,Randolph,County,14392,5759,8290,14194,3439,10023,0.28799637838346304,41.4,0.852,0.13,Trump
17159,Richland,County,7282,2362,4756,7649,1584,5739,0.21445242620926974,42.1,0.958,0.20600000000000002,Trump
17161,Rock Island,County,65016,39157,24934,63994,32298,26998,0.13594127122221325,40.1,0.733,0.22,Clinton
17163,St. Clair,County,119466,67285,50125,121436,60756,53857,0.08682737584404823,37.8,0.624,0.261,Clinton
17165,Saline,County,10720,3701,6806,11384,2572,8276,0.2114085886449691,42,0.9179999999999999,0.16,Trump
17167,Sangamon,County,94297,42107,50225,98373,40907,49944,0.005774942330293464,39.9,0.8109999999999999,0.34299999999999997,Trump
17169,Schuyler,County,3890,1727,2069,3834,1075,2524,0.2900165345112664,45.5,0.9390000000000001,0.18899999999999997,Trump
17171,Scott,County,2555,910,1587,2608,535,1966,0.2837256732258413,43.3,0.972,0.121,Trump
17173,Shelby,County,10395,3342,6843,11049,2288,8229,0.2008991822730622,44.4,0.975,0.152,Trump
17175,Stark,County,2662,1095,1528,2717,751,1778,0.21533077622681795,46.2,0.965,0.16699999999999998,Trump
17177,Stephenson,County,21055,10165,10512,20343,7768,11083,0.14647467039769263,44.6,0.838,0.179,Trump
17179,Tazewell,County,61048,24438,35335,64751,20685,38707,0.09982886171161476,40.6,0.943,0.25,Trump
17181,Union,County,8282,3137,4957,8616,2402,5790,0.17346823003517828,43.7,0.914,0.213,Trump
17183,Vermilion,County,30314,12878,16892,30818,10039,19087,0.16118058636775695,40.1,0.792,0.14,Trump
17185,Wabash,County,5134,1590,3478,5464,1151,4047,0.1622701925155467,42.6,0.953,0.172,Trump
17187,Warren,County,7793,4044,3618,7807,2987,4275,0.21964458847115115,39.9,0.8490000000000001,0.21899999999999997,Trump
17189,Washington,County,7405,2450,4792,7438,1448,5571,0.23804288760074505,42.8,0.963,0.209,Trump
17191,Wayne,County,7680,1514,5988,8301,1048,6967,0.13049453755571616,42.7,0.965,0.14,Trump
17193,White,County,7064,2188,4731,7335,1412,5640,0.21642011377523335,44.5,0.968,0.13699999999999998,Trump
17195,Whiteside,County,25768,14833,10448,25582,11035,12615,0.2319344832674111,42.8,0.85,0.17300000000000001,Trump
17197,Will,County,277387,144229,128969,304226,151927,132720,-0.008120593077314532,37,0.652,0.335,Clinton
17199,Williamson,County,29143,10647,17909,31852,8581,21570,0.1586072363237431,40.9,0.904,0.221,Trump
17201,Winnebago,County,118984,61732,55138,120055,55713,55624,0.05467788913720468,39.3,0.7070000000000001,0.22399999999999998,Clinton
17203,Woodford,County,18874,5572,12961,19864,5092,13207,0.017037050416926436,40,0.958,0.304,Trump
18001,Adams,County,13011,3806,8937,13194,2805,9648,0.12428621893343894,33.7,0.937,0.156,Trump
18003,Allen,County,146939,60036,84613,148632,55382,83930,0.024811810494936776,35.6,0.7490000000000001,0.27399999999999997,Trump
18005,Bartholomew,County,29326,10625,18083,32717,9841,20640,0.07575947231298452,37.9,0.8390000000000001,0.297,Trump
18007,Benton,County,3578,1159,2329,3688,860,2579,0.13910796758692856,40.5,0.929,0.171,Trump
18009,Blackford,County,4743,1927,2711,4839,1243,3350,0.27012431541689197,43.4,0.9590000000000001,0.11,Trump
18011,Boone,County,27737,8328,18808,32537,10181,19654,-0.08668919612002529,38.9,0.9209999999999999,0.445,Trump
18013,Brown,County,7604,3060,4332,7945,2518,5016,0.14713120086179013,48.3,0.96,0.235,Trump
18015,Carroll,County,7810,2635,4999,8643,1892,6273,0.204195323297161,42.3,0.9420000000000001,0.174,Trump
18017,Cass,County,14161,5371,8443,14209,3759,9701,0.2012518246214997,40.5,0.8109999999999999,0.139,Trump
18019,Clark,County,47146,20807,25450,51789,18808,30035,0.11830217347384728,38.8,0.843,0.20199999999999999,Trump
18021,Clay,County,10784,3460,7096,11335,2306,8531,0.21201777143089012,40.4,0.966,0.16899999999999998,Trump
18023,Clinton,County,9883,3308,6338,11936,2819,8531,0.17196521011654048,38.6,0.836,0.149,Trump
18025,Crawford,County,4590,2041,2421,4593,1323,3015,0.28559800435160637,43.3,0.965,0.098,Trump
18027,Daviess,County,10250,2437,7638,10819,1800,8545,0.11602560986881705,34.6,0.927,0.14,Trump
18029,Dearborn,County,22356,6528,15394,23987,4883,18113,0.15496618266486162,42.3,0.9640000000000001,0.2,Trump
18031,Decatur,County,10308,2941,7119,11178,2121,8490,0.16446366563624581,39.1,0.953,0.182,Trump
18033,DeKalb,County,16328,5419,10587,16902,3942,12054,0.16343168802418717,38.9,0.953,0.174,Trump
18035,Delaware,County,44968,22654,21251,45505,18153,24263,0.16547092365439137,35.1,0.8740000000000001,0.233,Trump
18037,Dubois,County,18542,6522,11654,20095,5389,13365,0.12013760868213386,40.9,0.9159999999999999,0.19699999999999998,Trump
18039,Elkhart,County,67852,24399,42378,66236,20740,41867,0.05399175080855495,35.3,0.758,0.183,Trump
18041,Fayette,County,8837,3555,5045,9530,2252,6839,0.3127128840735812,42.4,0.9590000000000001,0.107,Trump
18043,Floyd,County,35305,14812,19878,37842,13945,21432,0.05435652773159241,40,0.885,0.26899999999999996,Trump
18045,Fountain,County,7111,2237,4664,7535,1476,5662,0.21423860170841047,42.5,0.9570000000000001,0.145,Trump
18047,Franklin,County,10560,2909,7424,11013,1969,8669,0.180815105907894,42.1,0.972,0.191,Trump
18049,Fulton,County,8126,2621,5317,8437,1960,6010,0.14825389530562716,41.5,0.924,0.13699999999999998,Trump
18051,Gibson,County,14721,4928,9487,15484,3721,11081,0.1656357373119529,40.3,0.9440000000000001,0.156,Trump
18053,Grant,County,25285,9589,15151,25572,7010,17008,0.1710021877609177,39.8,0.856,0.16699999999999998,Trump
18055,Greene,County,13111,4350,8457,13861,2929,10277,0.21687206456824176,42.6,0.9690000000000001,0.14300000000000002,Trump
18057,Hamilton,County,136863,43796,90747,155958,57263,87404,-0.14978750931594495,36.3,0.848,0.563,Trump
18059,Hancock,County,32843,9319,22796,36496,8904,25074,0.03271606090608192,39.8,0.934,0.29,Trump
18061,Harrison,County,17671,6607,10640,18558,4783,12943,0.21147551550364557,42.5,0.96,0.16899999999999998,Trump
18063,Hendricks,County,66644,21112,44312,76184,22600,48337,-0.010291519961058537,37.5,0.8640000000000001,0.34700000000000003,Trump
18065,Henry,County,19007,7613,10838,20155,5124,13895,0.2655030448312942,42.5,0.94,0.157,Trump
18067,Howard,County,36290,15135,20327,37342,11215,23675,0.19060282412788904,41.5,0.861,0.195,Trump
18069,Huntington,County,15765,4596,10862,16181,3506,11649,0.10578181216833599,40.1,0.9540000000000001,0.18899999999999997,Trump
18071,Jackson,County,16712,5838,10419,17667,3843,12859,0.23621558496566025,38.3,0.899,0.162,Trump
18073,Jasper,County,12896,4672,7955,13378,3329,9382,0.19788419943932245,39.1,0.9179999999999999,0.165,Trump
18075,Jay,County,7901,3063,4645,7986,1889,5697,0.27660664104215027,39.4,0.9520000000000001,0.109,Trump
18077,Jefferson,County,13126,5728,7096,13653,4326,8546,0.20486894657317906,40.5,0.9329999999999999,0.17,Trump
18079,Jennings,County,10250,3821,6120,11150,2364,8224,0.30126785518976273,39.6,0.955,0.096,Trump
18081,Johnson,County,57964,17260,39513,67147,17318,45456,0.035140036227374605,37.4,0.9079999999999999,0.295,Trump
18083,Knox,County,15145,5228,9612,15516,3772,11077,0.18133585957042736,38.1,0.9309999999999999,0.152,Trump
18085,Kosciusko,County,30060,6862,22558,32441,6313,23935,0.021045815646534294,37.8,0.889,0.212,Trump
18087,LaGrange,County,9316,2898,6231,9566,2080,7025,0.15916340226365255,31.1,0.945,0.11199999999999999,Trump
18089,Lake,County,201758,130897,68431,202801,116935,75625,0.10591132049735974,38.2,0.546,0.209,Clinton
18091,LaPorte,County,43681,24107,18615,45609,19798,22687,0.1890724836020047,40,0.802,0.17600000000000002,Trump
18093,Lawrence,County,17822,5779,11622,19152,4210,14035,0.18514803800546142,42.4,0.96,0.14300000000000002,Trump
18095,Madison,County,52370,24407,26769,54377,18595,32376,0.20833219871357664,40,0.855,0.174,Trump
18097,Marion,County,359009,216336,136509,366879,212899,130360,-0.0026223248843462443,34.1,0.573,0.29,Clinton
18099,Marshall,County,17765,6137,11260,18241,4798,12288,0.12223743294523692,39.8,0.884,0.185,Trump
18101,Martin,County,4743,1351,3262,4809,881,3697,0.18265917438957552,42.7,0.972,0.114,Trump
18103,Miami,County,12781,4222,8174,13482,2766,9975,0.2255039685180219,39.8,0.8959999999999999,0.11900000000000001,Trump
18105,Monroe,County,57223,33436,22481,58454,34216,20592,-0.041628159514458335,28.6,0.845,0.451,Clinton
18107,Montgomery,County,14440,4271,9824,15156,3362,11059,0.12329488920033133,40.4,0.925,0.168,Trump
18109,Morgan,County,28266,7969,19591,31446,6040,23674,0.14960548758500847,41.2,0.9640000000000001,0.155,Trump
18111,Newton,County,5654,2212,3291,5795,1404,4077,0.27042136210881573,42.9,0.919,0.105,Trump
18113,Noble,County,16244,5229,10680,17104,3904,12198,0.14934575253114973,38.4,0.878,0.141,Trump
18115,Ohio,County,2819,994,1759,2921,686,2118,0.21887024019895318,46.2,0.968,0.138,Trump
18117,Orange,County,7776,2939,4617,8192,2048,5803,0.24258184236754116,40.9,0.958,0.11900000000000001,Trump
18119,Owen,County,8113,2823,5062,8557,1946,6153,0.21566744053669523,44.3,0.965,0.12,Trump
18121,Parke,County,6515,2110,4234,6636,1441,4863,0.18965520750787462,41.6,0.9490000000000001,0.11800000000000001,Trump
18123,Perry,County,7875,4316,3403,8055,3062,4556,0.30141136827170345,41.1,0.945,0.134,Trump
18125,Pike,County,5926,2125,3627,5977,1297,4398,0.2653628198227077,43.4,0.9690000000000001,0.126,Trump
18127,Porter,County,73039,37252,34406,78253,33676,38832,0.10485433190528495,39.4,0.843,0.261,Trump
18129,Posey,County,12226,4533,7430,12467,3521,8404,0.15471998702125714,42.7,0.963,0.20600000000000002,Trump
18131,Pulaski,County,5399,1899,3366,5459,1327,3854,0.1911883093831092,41.6,0.948,0.107,Trump
18133,Putnam,County,13829,4507,9005,14715,3356,10637,0.16954270852613718,37.8,0.92,0.15,Trump
18135,Randolph,County,10189,3769,6218,10523,2446,7517,0.24153954947864717,42,0.94,0.131,Trump
18137,Ripley,County,10983,3241,7484,12935,2471,9806,0.18074178032670307,40.8,0.958,0.174,Trump
18139,Rush,County,7026,2221,4633,7214,1525,5292,0.17888276827697924,41.2,0.963,0.14,Trump
18141,St. Joseph,County,110704,56460,52578,111842,52252,52021,0.033001069887270695,36.4,0.74,0.282,Clinton
18143,Scott,County,8720,3998,4539,9101,2642,6074,0.3150601330229867,40.9,0.963,0.13,Trump
18145,Shelby,County,16760,5359,10978,17994,4247,12718,0.13550550395610522,41.5,0.9279999999999999,0.166,Trump
18147,Spencer,County,9728,4026,5515,9979,2861,6572,0.21881762762656845,42.8,0.953,0.153,Trump
18149,Starke,County,8754,3809,4738,9316,2489,6367,0.31015016333574746,41.9,0.946,0.11599999999999999,Trump
18151,Steuben,County,13695,4853,8547,14566,3744,10133,0.16889071395489214,42.1,0.941,0.19899999999999998,Trump
18153,Sullivan,County,8290,3191,4902,8559,2113,6138,0.26387197302594595,41,0.9229999999999999,0.127,Trump
18155,Switzerland,County,3397,1437,1872,3699,930,2558,0.31206478562776196,40.1,0.9640000000000001,0.083,Trump
18157,Tippecanoe,County,56896,26711,28757,63339,27282,30768,0.01907683217740396,27.9,0.778,0.353,Trump
18159,Tipton,County,7365,2432,4773,7510,1587,5589,0.2150347624303599,44.5,0.9570000000000001,0.21100000000000002,Trump
18161,Union,County,3100,1018,2022,3291,715,2445,0.20180511855402317,43.1,0.9620000000000001,0.18600000000000003,Trump
18163,Vanderburgh,County,72404,31725,39389,73369,28530,40496,0.05724289907447913,37.7,0.8440000000000001,0.249,Trump
18165,Vermillion,County,6581,2979,3426,6973,2081,4513,0.280851033877975,43,0.97,0.13,Trump
18167,Vigo,County,39877,19712,19369,40127,15931,21937,0.15827623202243551,36.1,0.86,0.23199999999999998,Trump
18169,Wabash,County,12874,3973,8644,13552,3018,9821,0.13916802882318297,42.1,0.946,0.183,Trump
18171,Warren,County,3800,1324,2377,3930,839,2898,0.24681331190571854,44.5,0.9670000000000001,0.196,Trump
18173,Warrick,County,28384,10181,17680,29939,9086,19113,0.07071618599871599,40.6,0.9309999999999999,0.28,Trump
18175,Washington,County,10737,3909,6533,11382,2636,8209,0.24524419055710137,41,0.97,0.127,Trump
18177,Wayne,County,25477,10591,14321,25579,8322,16028,0.1548561918212684,40.9,0.8859999999999999,0.171,Trump
18179,Wells,County,12935,3436,9256,13286,2586,10005,0.10846532829736522,40.7,0.9520000000000001,0.174,Trump
18181,White,County,9903,3637,5970,10096,2590,6893,0.19062322315685604,42.3,0.902,0.157,Trump
18183,Whitley,County,15011,4420,10258,15759,3379,11358,0.11739905658540084,41.3,0.9590000000000001,0.183,Trump
19001,Adair,County,3996,1790,2114,3811,1133,2461,0.26738388874311203,46,0.9690000000000001,0.166,Trump
19003,Adams,County,2185,1028,1108,2106,565,1395,0.35749878846751465,47.2,0.968,0.16699999999999998,Trump
19005,Allamakee,County,6934,3553,3264,6923,2421,4093,0.2831924793395695,45.1,0.9159999999999999,0.17,Trump
19007,Appanoose,County,6245,2951,3161,6136,1814,4033,0.32800934358960443,44.8,0.9590000000000001,0.18100000000000002,Trump
19009,Audubon,County,3457,1611,1802,3412,1080,2136,0.25424567988358737,48.3,0.972,0.131,Trump
19011,Benton,County,14023,6862,6940,13844,4678,8232,0.25115542112132083,41.8,0.968,0.218,Trump
19013,Black Hawk,County,67141,39821,26235,64405,32233,27476,0.12848955267465753,34.8,0.826,0.27,Clinton
19015,Boone,County,14388,7512,6556,14196,5541,7484,0.20331379982050413,41.1,0.9490000000000001,0.22399999999999998,Trump
19017,Bremer,County,13346,6763,6405,13538,5356,7208,0.1636246348949736,38.9,0.955,0.27899999999999997,Trump
19019,Buchanan,County,10535,5911,4450,10252,3970,5510,0.28889518078915366,38.5,0.965,0.18,Trump
19021,Buena Vista,County,8383,3700,4554,8278,2856,4903,0.14540911427615982,35.4,0.626,0.187,Trump
