county_fips,county_name,type,total_2012,obama,romney,total_2016,clinton,trump,r_d_change,median_age,prop_white,prop_college,Winner
1001,Autauga,County,23973,6363,17379,24973,5936,18172,0.03045221012388788,37.8,0.757,0.24600000000000002,Trump
1003,Baldwin,County,85491,18424,66016,95215,18458,72883,0.014910935356503452,42.3,0.8320000000000001,0.295,Trump
1005,Barbour,County,11517,5912,5550,10469,4871,5454,0.08712001884558547,38.7,0.45899999999999996,0.129,Trump
1007,Bibb,County,8420,2202,6132,8819,1874,6738,0.08479061215002481,40.2,0.748,0.12,Trump
1009,Blount,County,24060,2970,20757,25588,2156,22859,0.06981339055051128,40.8,0.877,0.13,Trump
1011,Bullock,County,5322,4061,1251,4710,3530,1140,0.020565995734566522,39.2,0.217,0.10300000000000001,Clinton
1013,Butler,County,9502,4374,5087,8732,3726,4901,0.05952569427966223,40.6,0.528,0.161,Trump
1015,Calhoun,County,46364,15511,30278,47864,13242,32865,0.09147266974600182,39.1,0.73,0.177,Trump
1017,Chambers,County,14629,6871,7626,13900,5784,7843,0.0965196802842093,43.1,0.5670000000000001,0.125,Trump
1019,Cherokee,County,9792,2132,7506,10733,1547,8953,0.14120606975980854,45.7,0.919,0.14,Trump
1021,Chilton,County,17485,3397,13932,18369,2911,15081,0.06001281859023433,38.7,0.8059999999999999,0.149,Trump
1023,Choctaw,County,7976,3786,4152,7292,3109,4106,0.09083751528859754,45.1,0.562,0.12,Trump
1025,Clarke,County,13860,6334,7470,13031,5749,7140,0.024782971187698385,42,0.532,0.121,Trump
1027,Clay,County,6679,1777,4817,6624,1237,5245,0.14991450599000544,43.7,0.8029999999999999,0.111,Trump
1029,Cleburne,County,6319,971,5272,6593,684,5764,0.0898685099243619,41.5,0.9279999999999999,0.115,Trump
1031,Coffee,County,19821,4925,14666,20767,4221,15875,0.06973032952722896,39.3,0.7140000000000001,0.237,Trump
1033,Colbert,County,23444,9166,13936,24915,7312,16746,0.17518382839480542,42.4,0.789,0.185,Trump
1035,Conecuh,County,7025,3555,3439,6585,3080,3420,0.06814495361776063,44,0.507,0.087,Trump
1037,Coosa,County,5282,2191,3049,5252,1782,3381,0.142016975268144,44.9,0.65,0.099,Trump
1039,Covington,County,15439,3158,12153,15940,2387,13267,0.09994414412554764,42.9,0.835,0.149,Trump
1041,Crenshaw,County,6424,2050,4331,6267,1664,4513,0.09952875873762845,41.6,0.7090000000000001,0.146,Trump
1043,Cullman,County,34555,5052,28999,37873,3798,32989,0.07774903049607917,40.5,0.925,0.15,Trump
1045,Dale,County,18601,5286,13108,18749,4413,13808,0.08057836557368753,36.9,0.7020000000000001,0.161,Trump
1047,Dallas,County,20964,14612,6288,18792,12836,5789,0.02206162946002671,38.9,0.281,0.138,Clinton
1049,DeKalb,County,23950,5239,18331,25826,3622,21405,0.14193082758599496,39.3,0.81,0.114,Trump
1051,Elmore,County,35546,8954,26253,37260,8443,27634,0.028391194445101353,38.3,0.737,0.222,Trump
1053,Escambia,County,14894,5489,9287,14845,4605,9935,0.10404143473879834,39.9,0.606,0.11599999999999999,Trump
1055,Etowah,County,42624,12803,29130,44164,10442,32353,0.11308095850016303,40.9,0.784,0.165,Trump
1057,Fayette,County,7958,1817,6054,8249,1362,6712,0.11614325615591692,43.6,0.852,0.141,Trump
1059,Franklin,County,10881,3171,7567,12040,2197,9466,0.19973055687609326,39.1,0.7809999999999999,0.124,Trump
1061,Geneva,County,11331,2039,9175,11758,1525,9994,0.090498838331318,42,0.841,0.11699999999999999,Trump
1063,Greene,County,5343,4521,804,4880,4013,838,0.04506183208917447,41.3,0.171,0.1,Clinton
1065,Hale,County,8647,5411,3210,8040,4775,3173,0.05528541518152272,39.7,0.4,0.14,Clinton
1067,Henry,County,8766,3083,5628,8072,2292,5632,0.12344975530515123,43.2,0.6859999999999999,0.161,Trump
1069,Houston,County,41984,12367,29270,42639,10664,30728,0.06794937101607856,39.3,0.675,0.21,Trump
1071,Jackson,County,20632,5822,14439,20984,3673,16672,0.20181978787878335,42.8,0.895,0.126,Trump
1073,Jefferson,County,304523,159876,141683,304191,156873,134768,-0.012925545291612793,37.5,0.507,0.314,Clinton
1075,Lamar,County,7176,1646,5457,6966,1036,5823,0.15611913863514804,44.3,0.861,0.131,Trump
1077,Lauderdale,County,37032,12511,23911,39525,9952,27899,0.14622517967946486,41.3,0.85,0.217,Trump
1079,Lawrence,County,14148,5069,8874,14829,3627,10833,0.21699710599619948,42.2,0.767,0.10300000000000001,Trump
1081,Lee,County,54496,21381,32194,59191,21230,34617,0.027747907591825854,30.5,0.679,0.344,Trump
1083,Limestone,County,35540,9829,25295,40294,9468,29067,0.05122832270040861,39,0.774,0.233,Trump
1085,Lowndes,County,7523,5747,1756,6684,4883,1751,0.06192475928397673,40.4,0.244,0.12300000000000001,Clinton
1087,Macon,County,10396,9045,1331,9140,7566,1431,0.07079077712939585,38.2,0.154,0.2,Clinton
1089,Madison,County,155428,62015,90884,163389,62822,89520,-0.02233728135939167,38.1,0.654,0.40700000000000003,Trump
1091,Marengo,County,11543,6167,5336,10994,5615,5233,0.03724545805749368,42.2,0.455,0.14800000000000002,Clinton
1093,Marion,County,12129,2249,9697,12984,1432,11274,0.1439443953470616,43.9,0.92,0.125,Trump
1095,Marshall,County,32644,6299,25867,35316,4917,29233,0.08909010335088796,38.8,0.823,0.166,Trump
1097,Mobile,County,175140,78760,94893,172737,72186,95116,0.040630276405740864,37.2,0.579,0.225,Trump
1099,Monroe,County,10717,4914,5741,10271,4332,5795,0.06527276160821072,41.5,0.547,0.124,Trump
1101,Montgomery,County,102067,63085,38332,95878,58916,34003,-0.01732346070748994,36,0.359,0.315,Clinton
1103,Morgan,County,49459,13439,35391,50644,11254,37486,0.07412619039228685,39.8,0.7659999999999999,0.214,Trump
1105,Perry,County,6101,4568,1506,5278,3824,1407,0.04394632378456398,37.1,0.29600000000000004,0.145,Clinton
1107,Pickens,County,9621,4455,5124,9542,3972,5456,0.0859875598318157,42.2,0.5489999999999999,0.111,Trump
1109,Pike,County,14123,6035,7963,13168,5056,7693,0.06374329693581707,31.2,0.5660000000000001,0.24,Trump
1111,Randolph,County,10421,3078,7224,10187,2291,7705,0.1336111726358587,42.8,0.754,0.154,Trump
1113,Russell,County,18910,10500,8278,19256,9579,9210,0.09834110782560208,34.8,0.48700000000000004,0.17,Clinton
1115,St. Clair,County,35235,5801,29031,38400,5589,31651,0.019410276536114712,40,0.863,0.161,Trump
1117,Shelby,County,92742,20051,71436,101254,22977,73020,-0.059831635766153635,38.1,0.789,0.414,Trump
1119,Sumter,County,7030,5421,1586,6411,4746,1581,0.05183647061094537,36.5,0.24600000000000002,0.18100000000000002,Clinton
1121,Talladega,County,33416,13905,19246,33407,12121,20614,0.09439454313508441,40.8,0.635,0.131,Trump
1123,Tallapoosa,County,18851,6319,12396,19486,5519,13594,0.09202991607129607,43,0.691,0.17300000000000001,Trump
1125,Tuscaloosa,County,78772,32048,45748,82700,31762,47723,0.019079123923446184,32.1,0.63,0.294,Trump
1127,Walker,County,28585,6557,21651,29472,4497,24266,0.1427330770259262,42.3,0.8959999999999999,0.105,Trump
1129,Washington,County,8787,2976,5761,8533,2374,6042,0.11291505377518601,41.4,0.6509999999999999,0.096,Trump
1131,Wilcox,County,6555,4868,1679,6123,4339,1742,0.06236036163305181,40.2,0.27399999999999997,0.113,Clinton
1133,Winston,County,9728,1286,8312,10313,872,9228,0.08799443774974869,44.1,0.943,0.131,Trump
4001,Apache,County,25917,17147,8250,27661,17083,8240,0.023596204114048225,33.5,0.18600000000000003,0.111,Clinton
4003,Cochise,County,49201,18546,29497,50015,17450,28092,-0.009800609744923527,40.3,0.563,0.23199999999999998,Trump
4005,Coconino,County,51962,29257,21220,59784,32404,21108,-0.03427615450673682,30.7,0.546,0.342,Clinton
4007,Gila,County,21595,7697,13455,22515,7003,14182,0.05221830194549626,48.9,0.632,0.177,Trump
4009,Graham,County,11905,3609,8076,12281,3301,8025,0.00943873411433327,32.4,0.515,0.133,Trump
4011,Greenlee,County,2986,1310,1592,3300,1092,1892,0.14798351904848892,33.3,0.478,0.122,Trump
4012,La Paz,County,5735,1880,3714,5951,1575,4003,0.08820789718768374,55.1,0.589,0.10400000000000001,Trump
4013,Maricopa,County,1380959,602288,749885,1567834,702907,747361,-0.07852630687543055,35.8,0.569,0.31,Trump
4015,Mohave,County,70328,19533,49168,79943,17455,58282,0.08931871064122265,49.7,0.7829999999999999,0.11900000000000001,Trump
4017,Navajo,County,37465,16945,19884,40294,16459,20577,0.023752288423315643,35.8,0.419,0.145,Trump
4019,Pima,County,383173,201251,174779,421640,224661,167428,-0.06665273167341089,38.1,0.5329999999999999,0.308,Clinton
4021,Pinal,County,108682,44306,62079,129546,47892,72819,0.028885997550052417,38.3,0.579,0.185,Trump
4023,Santa Cruz,County,13911,9486,4235,16433,11690,3897,-0.09675762011741906,36.4,0.153,0.225,Clinton
4025,Yavapai,County,100667,33918,64468,114450,35590,71330,0.008800286796547152,51.9,0.812,0.255,Trump
4027,Yuma,County,42073,18059,23352,53010,24605,25165,-0.11524110367490235,34,0.327,0.14400000000000002,Trump
5001,Arkansas,County,6494,2455,3897,6212,1939,3826,0.08171577865426721,41.2,0.7040000000000001,0.14400000000000002,Trump
5003,Ashley,County,7921,2859,4867,8083,2408,5338,0.10898582927415279,41.5,0.68,0.136,Trump
5005,Baxter,County,19339,5172,13688,19766,4169,14682,0.09151922364721693,51.8,0.9520000000000001,0.177,Trump
5007,Benton,County,79257,22636,54646,96824,28005,60871,-0.06443536378111547,35.1,0.747,0.307,Trump
5009,Boone,County,15391,3772,11159,16111,2926,12235,0.0978481665196772,42.4,0.943,0.15,Trump
5011,Bradley,County,3652,1449,2134,3653,1317,2164,0.044295765547319815,40.9,0.565,0.142,Trump
5013,Calhoun,County,2174,660,1458,2269,639,1556,0.03707747679515472,44.9,0.7290000000000001,0.12,Trump
5015,Carroll,County,10183,3696,6125,10758,3342,6786,0.08159904095268519,44.4,0.8109999999999999,0.177,Trump
5017,Chicot,County,4361,2649,1670,4176,2350,1716,0.07266987254671983,43.7,0.391,0.131,Clinton
5019,Clark,County,8409,3811,4343,8526,3620,4404,0.028688474171761777,33.6,0.6940000000000001,0.247,Trump
5021,Clay,County,5110,1738,3225,5200,1199,3781,0.205540418485624,44,0.96,0.113,Trump
5023,Cleburne,County,11647,2620,8693,12085,2101,9458,0.08734937860911152,47.9,0.95,0.154,Trump
5025,Cleveland,County,3266,845,2313,3354,723,2462,0.0690059049691058,42.5,0.847,0.157,Trump
5027,Columbia,County,9455,3557,5790,8887,3140,5456,0.02443404072651531,36,0.5920000000000001,0.21899999999999997,Trump
5029,Conway,County,7730,3005,4514,7927,2656,4849,0.08143597193733046,41,0.818,0.16899999999999998,Trump
5031,Craighead,County,31700,10527,20350,35573,10538,22892,0.0374120458388274,33.9,0.78,0.254,Trump
5033,Crawford,County,20591,4881,15145,22450,4488,16686,0.044870551808750714,38.8,0.855,0.135,Trump
5035,Crittenden,County,16716,9487,6998,15952,8410,6964,0.05825231737327319,34.7,0.43700000000000006,0.174,Clinton
5037,Cross,County,6681,2279,4269,6874,1999,4584,0.0781950970092799,40.3,0.732,0.147,Trump
5039,Dallas,County,3084,1337,1665,2771,1165,1509,0.017787526077247165,43.4,0.5329999999999999,0.127,Trump
5041,Desha,County,4420,2443,1896,4257,2228,1919,0.05116932770831541,39.3,0.45899999999999996,0.132,Clinton
5043,Drew,County,6633,2630,3887,6595,2365,3968,0.05355591605690618,36.8,0.6709999999999999,0.198,Trump
5045,Faulkner,County,41460,13621,26722,47527,14629,29346,-0.006335752726373156,31.9,0.813,0.29100000000000004,Trump
5047,Franklin,County,6540,1726,4631,6770,1376,5039,0.09687391306311799,41,0.9259999999999999,0.13,Trump
5049,Fulton,County,4522,1452,2949,4772,1067,3471,0.17272379459570475,48.2,0.9570000000000001,0.11,Trump
5051,Garland,County,40728,13804,26014,40805,12311,26087,0.037811931894777884,44.1,0.8290000000000001,0.20600000000000002,Trump
5053,Grant,County,6479,1468,4829,7445,1373,5725,0.06580049757282691,39.3,0.9309999999999999,0.198,Trump
5055,Greene,County,13761,4000,9071,14600,3071,10720,0.15539891374571574,38.2,0.9420000000000001,0.16399999999999998,Trump
5057,Hempstead,County,6921,2468,4284,7049,2377,4401,0.024743098596734292,38.5,0.5539999999999999,0.126,Trump
5059,Hot Spring,County,11260,3830,7097,11944,3149,8172,0.1304037848622167,40.9,0.83,0.135,Trump
5061,Howard,County,4462,1471,2892,4674,1351,3157,0.0679257561643063,38.6,0.654,0.157,Trump
5063,Independence,County,12397,3281,8728,13614,2881,9936,0.07883604651409443,39.2,0.893,0.17600000000000002,Trump
5065,Izard,County,5278,1524,3575,5448,1113,4042,0.14903432306212194,48.1,0.956,0.124,Trump
5067,Jackson,County,5347,2095,3072,5156,1583,3267,0.1438904931791106,40.8,0.774,0.086,Trump
5069,Jefferson,County,27383,17470,9520,25894,15772,9250,0.03845309396570962,38.7,0.39899999999999997,0.17,Clinton
5071,Johnson,County,8098,2799,5064,9112,2427,6091,0.12240842046649353,38,0.8109999999999999,0.159,Trump
5073,Lafayette,County,2929,1173,1713,2860,1032,1758,0.06948288993355567,45.3,0.593,0.13699999999999998,Trump
5075,Lawrence,County,5540,1788,3536,5685,1263,4064,0.1771766222467765,41.8,0.96,0.134,Trump
5077,Lee,County,3424,2107,1280,3026,1735,1229,0.07431292505451198,40.9,0.40700000000000003,0.08199999999999999,Clinton
5079,Lincoln,County,3726,1425,2199,3826,1252,2455,0.10669813202825315,37.6,0.6459999999999999,0.078,Trump
5081,Little River,County,5051,1552,3385,5227,1397,3605,0.05952360345747526,41.6,0.731,0.09699999999999999,Trump
5083,Logan,County,7331,2009,5079,7921,1715,5746,0.09013078285292742,42.8,0.914,0.13,Trump
5085,Lonoke,County,24114,5625,17880,27100,5664,19958,0.01924287677810843,35.8,0.8690000000000001,0.195,Trump
5087,Madison,County,6568,2099,4263,6841,1588,4928,0.15875646603795524,42.3,0.905,0.113,Trump
5089,Marion,County,7051,2037,4774,7107,1434,5336,0.16086427101890094,51.5,0.9490000000000001,0.153,Trump
5091,Miller,County,15329,4518,10622,16091,4273,11294,0.03813137702663999,37.6,0.6970000000000001,0.145,Trump
5093,Mississippi,County,13375,6467,6603,13204,5670,7061,0.09517864028742352,35.9,0.591,0.126,Trump
5095,Monroe,County,3230,1583,1585,2884,1312,1489,0.06075389788005136,45.5,0.547,0.091,Trump
5097,Montgomery,County,3404,920,2369,3559,748,2643,0.10677726054236314,49.2,0.914,0.125,Trump
5099,Nevada,County,3384,1314,1996,3246,1157,2000,0.0581676083603169,44,0.637,0.151,Trump
5101,Newton,County,3661,993,2508,3753,699,2875,0.16598146412306553,47.9,0.945,0.14800000000000002,Trump
5103,Ouachita,County,10315,4633,5521,9935,4321,5351,0.01758565918411506,42.8,0.556,0.166,Trump
5105,Perry,County,3938,1187,2581,4306,1049,3008,0.10095979083127071,43.7,0.9229999999999999,0.106,Trump
5107,Phillips,County,7930,5202,2598,6953,4310,2446,0.06028754768324668,37.3,0.34700000000000003,0.11699999999999999,Clinton
5109,Pike,County,3788,851,2847,3981,685,3150,0.09226401966892905,41.4,0.875,0.14800000000000002,Trump
5111,Poinsett,County,7560,2390,4974,7722,1880,5502,0.1272505272505272,39.9,0.878,0.096,Trump
5113,Polk,County,7726,1556,5955,8231,1212,6618,0.08740919123649182,44.1,0.885,0.12300000000000001,Trump
5115,Pope,County,20439,5126,14763,22569,5000,16256,0.027236643252064763,34.9,0.852,0.213,Trump
5117,Prairie,County,3141,880,2153,3444,814,2505,0.0857138974582542,45.4,0.852,0.13,Trump
5119,Pulaski,County,159381,87248,68984,159776,89574,61257,-0.06263603816269049,36.5,0.536,0.32899999999999996,Clinton
5121,Randolph,County,5956,2046,3701,6379,1425,4509,0.20559030318063248,42.9,0.953,0.13699999999999998,Trump
5123,St. Francis,County,8362,4910,3368,7430,4031,3195,0.07188882089488337,38,0.40700000000000003,0.10400000000000001,Clinton
5125,Saline,County,47062,12869,32963,52100,13256,35863,0.006946867410825952,39.2,0.867,0.245,Trump
5127,Scott,County,3640,897,2631,3510,602,2731,0.1301790801790802,42,0.846,0.106,Trump
5129,Searcy,County,3694,814,2699,3728,601,2955,0.12115081642659131,47.5,0.937,0.14400000000000002,Trump
5131,Sebastian,County,43362,13092,29169,44637,12300,29127,0.006211840315159645,37.1,0.71,0.188,Trump
5133,Sevier,County,4330,1042,3136,4562,1075,3282,1.7627291623845132e-4,35.2,0.59,0.094,Trump
5135,Sharp,County,7283,2092,4921,7249,1472,5407,0.15439466412266273,47.9,0.94,0.10099999999999999,Trump
5137,Stone,County,5354,1356,3776,5577,1203,4113,0.06978740061122746,49.1,0.9520000000000001,0.14400000000000002,Trump
5139,Union,County,17177,6196,10699,16894,5855,10456,0.010192332468003051,39.5,0.613,0.192,Trump
5141,Van Buren,County,6430,1832,4365,7339,1549,5382,0.12834355836021244,47.2,0.937,0.136,Trump
5143,Washington,County,70460,28236,39688,81861,33366,41476,-0.0634615576192043,31.4,0.7240000000000001,0.312,Trump
5145,White,County,26514,5765,20011,27999,5170,21077,0.0308263846199337,36.1,0.887,0.193,Trump
5147,Woodruff,County,2685,1340,1227,2571,1118,1347,0.13115606170240043,43.8,0.693,0.102,Trump
5149,Yell,County,5974,1722,4042,6439,1480,4608,0.09744020433734357,39.3,0.76,0.14400000000000002,Trump
6001,Alameda,County,595642,469684,108182,659543,514842,95922,-0.02825554370052341,37.2,0.326,0.439,Clinton
6003,Alpine,County,653,389,236,602,334,217,0.03995105645805458,42.8,0.679,0.297,Clinton
6005,Amador,County,17649,6830,10281,17963,6004,10485,0.053922059814675544,50.3,0.7959999999999999,0.215,Trump
6007,Butte,County,90752,42669,44479,97002,41567,45144,0.01693106430577137,36.9,0.7340000000000001,0.261,Trump
6009,Calaveras,County,21786,8670,12365,23531,7944,13511,0.06697719768874749,51.2,0.823,0.20199999999999999,Trump
6011,Colusa,County,6034,2314,3601,6697,2661,3551,-0.08039602275671548,34.7,0.369,0.14400000000000002,Trump
6013,Contra Costa,County,438226,290824,136517,473014,319287,115956,-0.07774514045579395,39.1,0.456,0.40299999999999997,Clinton
6015,Del Norte,County,8770,3791,4614,9558,3485,5134,0.07868298759562634,38.1,0.631,0.149,Trump
6017,El Dorado,County,88774,35166,50973,95149,36404,49247,-0.04308111941133799,45.2,0.787,0.33,Trump
6019,Fresno,County,258827,129129,124490,287062,141341,124049,-0.042314689266192355,31.6,0.308,0.19699999999999998,Clinton
6021,Glenn,County,9211,3301,5632,9470,3065,5788,0.03447261360636139,36.9,0.531,0.127,Trump
6023,Humboldt,County,57470,34457,18825,60014,33200,18373,0.024943764499147147,37.6,0.754,0.282,Clinton
6025,Imperial,County,38565,25136,12777,48091,32667,12704,-0.09463692561998971,32.2,0.11900000000000001,0.14,Clinton
6027,Inyo,County,8036,3422,4340,8179,3155,4248,0.019398980416466774,45.4,0.64,0.245,Trump
6029,Kern,County,221472,89495,126618,244163,98689,129584,-0.04108505965480272,31.2,0.36,0.157,Trump
6031,Kings,County,31418,12979,17671,34310,13617,18093,-0.01888354948187934,31.4,0.336,0.128,Trump
6033,Lake,County,23391,13163,9200,24675,11496,10599,0.1330715539021516,45.8,0.723,0.162,Clinton
6035,Lassen,County,10683,3053,7296,10699,2224,7574,0.10287365461635928,36.4,0.6609999999999999,0.125,Trump
6037,Los Angeles,County,3181067,2216903,885333,3434308,2464364,769743,-0.07484660067034615,35.8,0.267,0.308,Clinton
6039,Madera,County,39866,16018,22852,43507,17029,23357,-0.02597641234366077,33.5,0.358,0.131,Trump
6041,Marin,County,134516,99896,30880,140683,108707,21771,-0.10488760547035947,45.7,0.7190000000000001,0.5710000000000001,Clinton
6043,Mariposa,County,9000,3498,5140,8877,3122,5185,0.04995388832563555,50.6,0.815,0.226,Trump
6045,Mendocino,County,35017,23193,9658,37915,22079,10888,0.0913663174267787,42.3,0.664,0.24100000000000002,Clinton
6047,Merced,County,62057,33005,27581,70789,37317,28725,-0.03397127374620772,30.6,0.295,0.13699999999999998,Clinton
6049,Modoc,County,3986,1111,2777,3843,877,2696,0.05536525902067596,47.1,0.7759999999999999,0.183,Trump
6051,Mono,County,5181,2733,2285,5281,2773,2111,-0.03888525291656575,38.9,0.659,0.306,Clinton
6053,Monterey,County,123518,82920,37390,133408,89088,34895,-0.03760977374909724,33.7,0.311,0.23600000000000002,Clinton
6055,Napa,County,56968,35870,19526,61372,39199,17411,-0.0681174088336981,40.7,0.537,0.33,Clinton
6057,Nevada,County,51676,24663,24986,54935,26053,23365,-0.05518103807500992,49.5,0.856,0.344,Clinton
6059,Orange,County,1122664,512440,582332,1197521,609961,507148,-0.14811035412873919,37.3,0.42,0.384,Clinton
6061,Placer,County,171322,66818,99921,186024,73509,95138,-0.07695100869553309,41.5,0.743,0.369,Trump
6063,Plumas,County,10047,4026,5721,9850,3459,5420,0.03037921767691848,51.7,0.8370000000000001,0.21899999999999997,Trump
6065,Riverside,County,661907,329063,318127,751391,373695,333243,-0.037314193360765746,34.8,0.37200000000000005,0.212,Clinton
6067,Sacramento,County,516809,300503,202514,562285,326023,189789,-0.052682488801296,35.7,0.46399999999999997,0.293,Clinton
6069,San Benito,County,19044,11276,7343,22122,12521,7841,-0.0050323699012983225,35.1,0.361,0.19,Clinton
6071,San Bernardino,County,581517,305109,262358,653983,340833,271240,-0.032897743658413706,32.7,0.305,0.193,Clinton
6073,San Diego,County,1192282,626957,536726,1306400,735476,477766,-0.12158805578000355,35.3,0.467,0.365,Clinton
6075,San Francisco,County,361209,301723,47076,408541,345084,37688,-0.04743866685732179,38.4,0.41200000000000003,0.5479999999999999,Clinton
6077,San Joaquin,County,204697,114121,86071,227002,121124,88936,-0.004764299533912081,33.7,0.33899999999999997,0.182,Clinton
6079,San Luis Obispo,County,125638,61258,59967,137202,67107,56164,-0.06948275898648591,39,0.6970000000000001,0.341,Clinton
6081,San Mateo,County,285720,206085,72756,314384,237882,57929,-0.10575655542464502,39.5,0.40399999999999997,0.47100000000000003,Clinton
6083,Santa Barbara,County,163320,94129,64606,178878,107142,56365,-0.1030960447397809,33.7,0.45899999999999996,0.322,Clinton
6085,Santa Clara,County,643091,450818,174843,703709,511684,144826,-0.09218226923716522,36.8,0.332,0.491,Clinton
6087,Santa Cruz,County,120095,90805,24047,130012,95249,22438,-0.004156322344657681,37,0.5820000000000001,0.39,Clinton
6089,Shasta,County,76335,25819,48067,81024,22301,51778,0.0723536342402239,42.3,0.81,0.201,Trump
6091,Sierra,County,1795,653,1056,1858,601,1048,0.016068735364050957,55.2,0.8590000000000001,0.198,Trump
6093,Siskiyou,County,19910,8046,11077,20493,7234,11341,0.04817483830215033,47.9,0.7759999999999999,0.222,Trump
6095,Solano,County,152444,96783,52092,168150,102360,51920,-0.006806873497749499,37.5,0.39399999999999996,0.251,Clinton
6097,Sonoma,County,216508,153942,54784,233303,160435,51408,-0.009331627335772363,41.2,0.644,0.331,Clinton
6099,Stanislaus,County,155369,77724,73459,174406,81647,78494,0.009372271995920275,33.8,0.441,0.165,Clinton
6101,Sutter,County,31026,12192,18122,33824,13076,18176,-0.040349509103391246,35.6,0.48,0.179,Trump
6103,Tehama,County,22977,7934,14235,23908,6809,15494,0.08903677302285012,40.6,0.698,0.138,Trump
6105,Trinity,County,5674,2674,2716,5784,2214,2812,0.09598647296079127,50.6,0.83,0.201,Trump
6107,Tulare,County,101100,41752,56956,114102,47585,58299,-0.05648731493145262,30.4,0.301,0.14,Trump
6109,Tuolumne,County,24687,9998,13880,25893,9123,14551,0.052383192453071714,48.2,0.812,0.19699999999999998,Trump
6111,Ventura,County,326974,170929,147958,356107,194402,132323,-0.1040735251907777,37.3,0.466,0.322,Clinton
6113,Yolo,County,74475,48715,23368,82090,54752,20739,-0.07399552501571177,30.9,0.48100000000000004,0.4,Clinton
6115,Yuba,County,19700,7711,11275,22998,7910,13170,0.04780183489802467,32.2,0.57,0.155,Trump
8001,Adams,County,176230,100649,70972,193677,96558,80082,0.08332977964253746,33.3,0.517,0.22399999999999998,Clinton
8003,Alamosa,County,6715,3811,2705,6939,3189,3046,0.14409772555801395,30.2,0.491,0.258,Clinton
8005,Arapahoe,County,285516,153905,125588,303048,159885,117053,-0.04215901613814546,36.3,0.619,0.40700000000000003,Clinton
8007,Archuleta,County,6734,2679,3872,7339,2500,4264,0.06319904487229736,49.5,0.768,0.349,Trump
8009,Baca,County,2106,467,1559,2153,283,1753,0.16424971185770076,47.5,0.863,0.218,Trump
8011,Bent,County,1942,815,1075,1927,590,1188,0.17644433779394875,41.2,0.586,0.095,Trump
8013,Boulder,County,179499,125091,49981,188145,132334,41396,-0.0648975345690051,36,0.784,0.593,Clinton
8014,Broomfield,County,32777,16966,15008,37690,19731,14367,-0.08258190677601528,37.6,0.7809999999999999,0.525,Clinton
8015,Chaffee,County,10462,5086,5070,11250,4888,5391,0.046240455404745216,49.1,0.873,0.344,Trump
8017,Cheyenne,County,1093,172,889,1102,132,925,0.0636080452574792,37.8,0.843,0.233,Trump
8019,Clear Creek,County,5743,3119,2430,5866,2729,2575,0.09371915670296141,47.6,0.905,0.446,Clinton
8021,Conejos,County,4101,2213,1835,4022,1771,1914,0.12772709134144067,38.7,0.436,0.183,Trump
8023,Costilla,County,1837,1340,446,1848,1125,588,0.19607862197682552,50.5,0.318,0.2,Clinton
8025,Crowley,County,1502,535,924,1527,339,1079,0.22562233110709407,39.6,0.602,0.102,Trump
8027,Custer,County,2715,868,1788,3066,797,2061,0.07340534033942037,56.8,0.898,0.294,Trump
8029,Delta,County,15925,4622,10915,16790,4087,11655,0.05557965560347933,47.5,0.8170000000000001,0.196,Trump
8031,Denver,County,301694,222018,73111,331852,244551,62690,-0.05444875032826357,34.2,0.534,0.457,Clinton
8033,Dolores,County,1245,334,859,1255,242,944,0.13767580281284497,46,0.9229999999999999,0.203,Trump
8035,Douglas,County,168084,61094,104397,187500,68657,102573,-0.07674180547821324,37.8,0.838,0.575,Trump
8037,Eagle,County,22668,12792,9411,25223,14099,8990,-0.053400234230410654,35.9,0.672,0.45,Clinton
8039,Elbert,County,14178,3603,10266,15980,3134,11705,0.06640449842879143,45.4,0.897,0.32799999999999996,Trump
8041,El Paso,County,290175,111819,170952,318968,108010,179228,0.01949239262504232,33.8,0.7040000000000001,0.366,Trump
8043,Fremont,County,20416,6704,13174,21973,5297,15122,0.13023136420488696,44.3,0.795,0.16399999999999998,Trump
8045,Garfield,County,24408,11305,12535,26470,11271,13132,0.019912693132501165,36.1,0.688,0.29100000000000004,Trump
8047,Gilpin,County,3338,1892,1346,3576,1634,1566,0.1445553406439039,44.8,0.861,0.344,Clinton
8049,Grand,County,8187,3684,4253,8588,3358,4494,0.06277716913946015,43,0.8740000000000001,0.37200000000000005,Trump
8051,Gunnison,County,8667,5044,3341,9412,5128,3289,0.001103577319993554,34.4,0.879,0.526,Clinton
8053,Hinsdale,County,600,229,353,589,197,339,0.0344199207696661,56.4,0.935,0.409,Trump
8055,Huerfano,County,3714,1953,1646,3783,1633,1883,0.14874532226263487,54.5,0.647,0.26,Trump
8057,Jackson,County,848,216,600,861,171,629,0.07910941643109148,51.2,0.8190000000000001,0.191,Trump
8059,Jefferson,County,311052,159296,144197,328883,160776,138177,-0.020172683107616725,40.5,0.789,0.42200000000000004,Clinton
8061,Kiowa,County,821,118,677,855,91,728,0.06415226047253741,40.7,0.89,0.20199999999999999,Trump
8063,Kit Carson,County,3702,838,2785,3702,536,2967,0.1307401404646138,39.2,0.7559999999999999,0.138,Trump
8065,Lake,County,3040,1839,1098,3199,1616,1270,0.13559120037511724,39.4,0.628,0.309,Clinton
